YMR043W	YLR131C	1
YMR043W	YDR146C	1
YMR043W	YJL194W	1
YMR043W	YJL160C	1
YMR043W	YKL163W	1
YMR043W	YJL159W	1
YMR043W	YKL178C	1
YMR043W	YKR040C	1
YMR043W	YKR042W	1
YMR043W	YGL201C	1
YMR043W	YIL069C	1
YMR043W	YKL164C	1
YMR043W	YIL158W	1
YMR043W	YNL160W	1
YMR043W	YPL187W	1
YMR043W	YIL122W	1
YMR043W	YJL200C	1
YMR043W	YJL198W	1
YMR043W	YKR097W	1
YMR043W	YGL008C	1
YMR043W	YGL089C	1
YMR043W	YNL146CA	1
YMR043W	YNL289W	1
YMR043W	YJL196C	1
YMR043W	YDR452W	1
YMR043W	YNL145W	1
YMR043W	YER074WA	1
YMR043W	YNR062C	1
YMR043W	YPR113W	1
YMR043W	YDR389W	1
YMR043W	YNR063W	1
YMR043W	YPL044C	1
YAL051W	YMR043W	1
YAL051W	YGL201C	1
YAL051W	YIL069C	1
YAL051W	YPL262W	1
YLR131C	YOR140W	1
YLR131C	YGR044C	1
YLR131C	YKL185W	1
YLR131C	YJL194W	1
YLR131C	YFR017C	1
YLR131C	YJL160C	1
YLR131C	YJL159W	1
YLR131C	YER078WA	1
YLR131C	YER079W	1
YLR131C	YOR138C	1
YLR131C	YER078C	1
YLR131C	YMR165C	1
YLR131C	YKR040C	1
YLR131C	YKR042W	1
YLR131C	YLR079W	1
YLR131C	YNL327W	1
YLR131C	YJL077WB	1
YLR131C	YDL179W	1
YLR131C	YNL328C	1
YLR131C	YMR262W	1
YLR131C	YJL080C	1
YLR131C	YGL028C	1
YLR131C	YMR261C	1
YLR131C	YJL078C	1
YLR131C	YGL227W	1
YLR131C	YNL079C	1
YLR131C	YNL078W	1
YLR131C	YBR157C	1
YLR131C	YGL008C	1
YLR131C	YLR286C	1
YLR131C	YGR041W	1
YLR131C	YDL127W	1
YLR131C	YLR438CA	1
YLR131C	YBR158W	1
YLR131C	YFL022C	1
YLR131C	YPL025C	1
YLR131C	YPL024W	1
YLR131C	YER188CA	1
YLR131C	YNL241C	1
YLR131C	YJR044C	1
YLR131C	YLR439W	1
YLR131C	YER190W	1
YLR131C	YER127W	1
YLR131C	YNL097CA	1
YGR044C	YOR140W	1
YGR044C	YCR018C	1
YGR044C	YFR017C	1
YGR044C	YER078WA	1
YGR044C	YER079W	1
YGR044C	YOR138C	1
YGR044C	YER078C	1
YGR044C	YMR165C	1
YGR044C	YML125C	1
YGR044C	YIL158W	1
YGR044C	YJL200C	1
