YKR034W	YCR040W	1
YKR034W	YJL110C	1
YKR034W	YFL021W	1
YKR034W	YCR039C	1
YKR034W	YER190W	1
YKR034W	YDR084C	1
YKR034W	YER189W	1
YKR034W	YIR029W	1
YKR034W	YDL210W	1
YKR034W	YCR041W	1
YKR034W	YHR091C	1
YKR034W	YNL338W	1
YKR034W	YDR544C	1
YKR034W	YNL339C	1
YKR034W	YDR545W	1
YKR034W	YNL337W	1
YKR034W	YGR019W	1
YKR034W	YKR039W	1
YKR034W	YEL063C	1
YKR034W	YBL113C	1
YKR034W	YBL112C	1
YKR034W	YBL109W	1
YKR034W	YHR157W	1
YKR034W	YHR156C	1
YKR034W	YBL111C	1
YKR034W	YDR543C	1
YKR034W	YCR105W	1
YKR034W	YBL018C	1
YKR034W	YBR006W	1
YKR034W	YIR032C	1
YKR034W	YHR037W	1
YKR034W	YMR257C	1
YKR034W	YBR208C	1
YKR034W	YOR348C	1
YKR034W	YBR166C	1
YKR034W	YIR028W	1
YKR034W	YOR375C	1
YKR034W	YLR142W	1
YKR034W	YLR082C	1
YKR034W	YIR031C	1
YKR034W	YHL016C	1
YKR034W	YMR086CA	1
YKR034W	YMR087W	1
YKR034W	YDR067C	1
YKR034W	YDR068W	1
YKR034W	YDR473C	1
YKR034W	YLR439W	1
YKR034W	YOL042W	1
YCR040W	YBL018C	1
YCR040W	YKL178C	1
YJL110C	YKR034W	1
YJL110C	YCR040W	1
YJL110C	YCR096C	1
YJL110C	YCR039C	1
YJL110C	YGL001C	1
YJL110C	YER190W	1
YJL110C	YDR084C	1
YJL110C	YER189W	1
YJL110C	YDL210W	1
YJL110C	YCR041W	1
YJL110C	YMR193W	1
YJL110C	YHR091C	1
YJL110C	YNL338W	1
YJL110C	YDR544C	1
YJL110C	YNL339C	1
YJL110C	YDR545W	1
YJL110C	YCR019W	1
YJL110C	YCR018CA	1
YJL110C	YNL337W	1
YJL110C	YER002W	1
YJL110C	YKR039W	1
YJL110C	YBL113C	1
YJL110C	YBL112C	1
YJL110C	YBL109W	1
YJL110C	YLR023C	1
YJL110C	YDR041W	1
YJL110C	YBL111C	1
YJL110C	YLR465C	1
YJL110C	YDR040C	1
YJL110C	YLR463C	1
YJL110C	YLR467W	1
YJL110C	YDR543C	1
YJL110C	YCR105W	1
YJL110C	YBR166C	1
YJL110C	YMR098C	1
YJL110C	YGR296W	1
YJL110C	YNL241C	1
YJL110C	YLL065W	1
YJL110C	YLR265C	1
YJL110C	YLL048C	1
YCR096C	YCR040W	1
YCR096C	YCR039C	1
YCR096C	YKL178C	1
YFL021W	YJL110C	1
YFL021W	YCR096C	1
YFL021W	YDR520C	1
YFL021W	YGL001C	1
YFL021W	YDR084C	1
YFL021W	YIR029W	1
YFL021W	YMR193W	1
YFL021W	YCR019W	1
YFL021W	YCR018CA	1
YFL021W	YER002W	1
YFL021W	YEL063C	1
YFL021W	YHR157W	1
YFL021W	YHR156C	1
YFL021W	YLR023C	1
YFL021W	YDR041W	1
YFL021W	YDR040C	1
YFL021W	YDR210WD	1
YFL021W	YNL143C	1
YFL021W	YIR005W	1
YFL021W	YDR210W	1
YFL021W	YNL142W	1
YFL021W	YHR029C	1
YFL021W	YMR098C	1
YFL021W	YJR110W	1
YFL021W	YJR109C	1
YFL021W	YKR093W	1
YFL021W	YDR522C	1
YFL021W	YDR067C	1
YFL021W	YDR317W	1
YFL021W	YJL088W	1
YFL021W	YDR068W	1
YFL021W	YGR072W	1
YFL021W	YLR048W	1
YFL021W	YDR473C	1
YFL021W	YGR071C	1
YFL021W	YLR047C	1
YFL021W	YOL159C	1
YFL021W	YJR011C	1
YFL021W	YMR258C	1
YFL021W	YDR319C	1
YFL021W	YBR268W	1
YFL021W	YGL004C	1
YFL021W	YBR266C	1
YPR199C	YCR040W	1
YPR199C	YCR096C	1
YPR199C	YCR039C	1
YPR199C	YCR041W	1
YPR199C	YDR210WD	1
YPR199C	YMR257C	1
YPR199C	YLR082C	1
YPR199C	YMR086CA	1
YPR199C	YMR087W	1
YPR199C	YDR317W	1
YPR199C	YJR044C	1
YER040W	YKR034W	1
YER040W	YJL110C	1
YER040W	YFL021W	1
YER040W	YDL170W	1
YER040W	YGL001C	1
YER040W	YER190W	1
YER040W	YER189W	1
YER040W	YIR029W	1
YER040W	YDL210W	1
YER040W	YMR193W	1
YER040W	YCR019W	1
YER040W	YCR018CA	1
YER040W	YER002W	1
YER040W	YGR019W	1
YER040W	YKR039W	1
YER040W	YEL063C	1
YER040W	YLR023C	1
YER040W	YDR041W	1
YER040W	YDR040C	1
YER040W	YNR068C	1
YER040W	YNL143C	1
YER040W	YIR032C	1
YER040W	YIR005W	1
YER040W	YHR037W	1
YER040W	YDR210W	1
YER040W	YBR208C	1
YER040W	YNL142W	1
YER040W	YHR029C	1
YER040W	YOR348C	1
YER040W	YBR103W	1
YER040W	YBR102C	1
YER040W	YIR028W	1
YER040W	YOR375C	1
YER040W	YLR142W	1
YER040W	YIR031C	1
YER040W	YHL016C	1
YER040W	YJR110W	1
YER040W	YJR109C	1
YER040W	YKR093W	1
YER040W	YDR522C	1
YER040W	YJL088W	1
YER040W	YLR048W	1
YER040W	YLR047C	1
YER040W	YOL159C	1
YER040W	YLR439W	1
YDL170W	YCR040W	1
YDL170W	YCR039C	1
YDL170W	YGL001C	1
YDL170W	YER190W	1
YDL170W	YDR084C	1
YDL170W	YER189W	1
YDL170W	YIR029W	1
YDL170W	YDL210W	1
YDL170W	YCR041W	1
YDL170W	YMR193W	1
YDL170W	YHR091C	1
YDL170W	YNL338W	1
YDL170W	YDR544C	1
YDL170W	YNL339C	1
